sn,source_sch,school_nam,school_cat,school_set,district,sector,cell,village,latitude,longitude,electricit,internet_a,num_studen,num_teache,computers,uuid,connectivi,giga_schoo,2G,3G,4G
2152,260701,MWENDO R,GOVERNMENT_AIDED,12YBE,RUHANGO,MWENDO,GAFUNZO,NYAMIGINA,-2.16681,29.68806,OFF GRID,NONE,587,12,,df5bff3e-4957-4451-89c7-8947f6aaff36,None,G_RWA_02152,3,3,3
2153,310206,GS SHOBA-MURAMBA,GOVERNMENT_AIDED,12YBE,KARONGI,GASHARI,RUGOBAGOBA,KARAMBO,-2.16372,29.48981,OFF GRID,NONE,589,17,,b4d05d35-9070-4cc4-b652-18fbc788866f,None,G_RWA_02153,3,,3
2154,311310,GS GITABURA,GOVERNMENT_AIDED,12YBE,KARONGI,TWUMBA,GITABURA,MATABA,-2.2133333,29.3278611,OFF GRID,NONE,589,20,,b087190c-f4b9-439f-ab33-c1973db27a56,None,G_RWA_02154,3,1,3
2155,330908,GS RAMBO,PUBLIC,12YBE,RUBAVU,NYAMYUMBA,KIRAGA,RAMBO,-1.7405,29.2786666,OFF GRID,NONE,591,15,,bd85e83f-51b7-4716-bb38-3426506216af,None,G_RWA_02155,3,3,
2156,420413,GS NGANZO I,PUBLIC,12YBE,GAKENKE,GAKENKE,RUSAGARA,MAZINGA,-1.65481,29.77703,OFF GRID,NONE,597,17,,b084fdcf-d1bb-4181-bfd6-98de68c753c7,None,G_RWA_02156,3,3,3
2157,421806,NYUNDO II,GOVERNMENT_AIDED,12YBE,GAKENKE,RUSASA,NYUNDO,NYUNDO,-1.6068055,29.6534166,ON GRID,NONE,598,20,,16f837ae-4ffd-49da-8923-552c1bcb04b5,None,G_RWA_02157,3,3,3
2158,410306,MUGENDA,PUBLIC,12YBE,RULINDO,BUSHOKI,GIKO,CYIRI,-1.6759166,29.9069444,ON GRID,NONE,603,15,,1e2cc98c-0cb6-441c-aa5d-eb2c9dcbca9f,None,G_RWA_02158,3,3,3
2159,520313,KAMATE P/S,PUBLIC,12YBE,NYAGATARE,KARANGAZI,KAMATE,BUGARAMA,-1.377138889,30.42333333,OFF GRID,NONE,606,11,,e7414f8d-ba47-4c60-b448-c80086001571,None,G_RWA_02159,3,3,3
2160,321008,RUSORORO SECONDARY(GS),GOVERNMENT_AIDED,12YBE,RUTSIRO,MUSHUBATI,SURE,KABUGA,-2.00025,29.35794444,OFF GRID,NONE,610,20,,67399875-80c7-452f-9ac0-75f7cdce3e12,None,G_RWA_02160,3,2,3
2161,320102,BUGARURA,PUBLIC,12YBE,RUTSIRO,BONEZA,BUSHAKA,RUTAGARA,-1.9213333,29.2639166,OFF GRID,NONE,616,17,,f0060ee0-29ee-44aa-855f-9a01a61b6554,None,G_RWA_02161,3,3,3
2162,530902,GS Gitaburaza,PUBLIC,12YBE,GATSIBO,MURAMBI,MURAMBI,RYAMPUNGA,-1.7624166,30.3568055,OFF GRID,NONE,631,17,,886a4587-dd60-4969-b673-8ee05d7331d8,None,G_RWA_02162,3,3,3
2163,451203,G S MUTANDI,PUBLIC,12YBE,GICUMBI,MUTETE,MUTANDI,NYARUBANDE,-1.69181,30.07078,ON GRID,NONE,637,20,,63bef9c8-8050-46c1-b440-238f916464cb,None,G_RWA_02163,3,,3
2164,530611,KIRAMURUZI PS,GOVERNMENT_AIDED,12YBE,GATSIBO,KIRAMURUZI,AKABUGA,BUSHENYI,-1.80739,30.39386,ON GRID,NONE,650,15,,5493c186-75bc-4417-ba09-5ab46fd1b6c4,None,G_RWA_02164,3,3,3
2165,531101,GIHENGERI,PUBLIC,12YBE,GATSIBO,NYAGIHANGA,MURAMBI,MUBIREMBO,-1.53419,30.17522,OFF GRID,NONE,653,13,,37226072-5f12-4ce0-a6fd-197e29b2aee2,None,G_RWA_02165,1,,3
2166,420111,RUHANGA,GOVERNMENT_AIDED,12YBE,GAKENKE,BUSENGO,RUHANGA,KABUGIRI,-1.6441388,29.7089722,ON GRID,NONE,655,21,,ce435195-e62e-47be-a7c4-c6854d2ea48d,None,G_RWA_02166,3,2,3
2167,531105,GS Kagera,PUBLIC,12YBE,GATSIBO,NYAGIHANGA,NYAMIRAMA,RUGARAMA,-1.58472,30.205,OFF GRID,NONE,662,20,,203f45ac-7479-4922-9e8c-b89269282d12,None,G_RWA_02167,3,3,3
2168,410105,GS CYONDO,GOVERNMENT_AIDED,12YBE,RULINDO,BASE,RWAMAHWA,CYONDO,-1.623,29.86858333,OFF GRID,NONE,663,17,,a76eb780-7d8d-4053-9a2c-6974f1cd7f3d,None,G_RWA_02168,,,3
2169,240406,GS NYARUNYINYA SAINTE RITA,GOVERNMENT_AIDED,12YBE,HUYE,KIGOMA,KARAMBI,GITUNTU,-2.50853,29.61233,ON GRID,NONE,673,10,,62087aeb-8a74-46b7-b8b3-cece45a98e37,None,G_RWA_02169,3,2,3
2170,521007,GAKIRAGE PRIMARY SCHOOL,PUBLIC,12YBE,NYAGATARE,NYAGATARE,GAKIRAGE,NKONGI,-1.402166667,30.29575,ON GRID,NONE,677,18,,51f2a664-9b4f-4516-be63-13015eb138ab,None,G_RWA_02170,3,2,3
2171,410405,GS SHAGASHA,PUBLIC,12YBE,RULINDO,BUYOGA,GAHORORO,BUNYANA,-1.714805556,30.052,OFF GRID,NONE,679,20,,55e9978a-cf7c-42a1-9b94-914d9a80b3fb,None,G_RWA_02171,3,,
2172,360411,GS MUREHE,GOVERNMENT_AIDED,12YBE,RUSIZI,GASHONGA,KAMUREHE,GASHARU,-2.57678,28.91756,OFF GRID,NONE,693,14,,1b67d2fa-5fd7-4dc4-87be-4d9679b22547,None,G_RWA_02172,3,2,3
2173,530805,GS Muhura  Taba,PUBLIC,12YBE,GATSIBO,MUHURA,TABA,CYOGA II,-1.74658,30.27667,ON GRID,NONE,695,12,,c24b9479-062c-41c8-9e66-a0bdc883b55a,None,G_RWA_02173,3,1,3
2174,360308,GS RASANO,GOVERNMENT_AIDED,12YBE,RUSIZI,BWEYEYE,RASANO,NYAMIRAMBO,-2.58853,29.17344,ON GRID,NONE,698,11,,ee1d2e42-9451-435c-915c-61ed30eab093,None,G_RWA_02174,3,,3
2175,530504,GITUZA PRIMARY SCHOOL,GOVERNMENT_AIDED,12YBE,GATSIBO,KAGEYO,GITUZA,BUGARAMA,-1.69039,30.26064,ON GRID,NONE,702,18,,b68b6252-bf3c-4c02-84cf-475ec3a40131,None,G_RWA_02175,3,3,3
2176,120304,GS GICACA I,GOVERNMENT_AIDED,12YBE,GASABO,GIKOMERO,GICACA,RUGANDA,-1.88936,30.25794,OFF GRID,NONE,706,16,,c5b774f2-0ca5-4e9b-a178-7c5ffca7639f,None,G_RWA_02176,3,3,3
2177,361504,NYAKABUYE,GOVERNMENT_AIDED,12YBE,RUSIZI,NYAKABUYE,KAMANU,MURAMBI,-2.56367,29.01789,ON GRID,NONE,707,13,,48313e3f-fb2e-4dc4-be4e-c165c4f0b387,None,G_RWA_02177,3,3,3
2178,320201,BYERU,GOVERNMENT_AIDED,12YBE,RUTSIRO,GIHANGO,MATABA,KABEZA,-1.9195277,29.4139722,OFF GRID,NONE,711,13,,cbad820a-ef3b-4ac4-a544-8ff481b7748a,None,G_RWA_02178,3,1,3
2179,251103,MASO,GOVERNMENT_AIDED,12YBE,NYAMAGABE,MUGANO,GITONDORERO,MASO,-2.289722222,29.52319444,ON GRID,NONE,720,12,,deaff340-659c-4c31-b4ca-46ffedeeb202,None,G_RWA_02179,3,3,3
2180,131010,NGLSC,PRIVATE,12YBE,KICUKIRO,NYARUGUNGA,NONKO,MAHORO,-1.963944444,30.15361111,OFF GRID,NONE,723,11,,737b1e49-11af-44f2-9cd0-e07fc3975906,None,G_RWA_02180,3,3,3
2181,270409,NDAGO,GOVERNMENT_AIDED,12YBE,MUHANGA,KIYUMBA,NDAGO,SOVU,-1.89269,29.78014,ON GRID,NONE,728,20,,7411d23e-edf2-44f0-8d4c-9d0a249e3eb7,None,G_RWA_02181,3,3,
2182,250203,GROUPE SCOLAIRE  NGOMA,GOVERNMENT_AIDED,12YBE,NYAMAGABE,CYANIKA,NGOMA,KINGA,-2.422055556,29.62527778,ON GRID,NONE,730,14,,338a1c9b-dfcd-4937-baaa-d1922ea9200d,None,G_RWA_02182,3,2,3
2183,121502,GS KAYANGA,PUBLIC,12YBE,GASABO,RUTUNGA,KIGABIRO,KIGABIRO,-1.84419,30.19394,OFF GRID,NONE,730,17,,e62ec86d-5483-4b7d-8feb-d0ebe93729cf,None,G_RWA_02183,3,3,3
2184,311207,GS RUBAZO,GOVERNMENT_AIDED,12YBE,KARONGI,RWANKUBA,RUBAZO,NYARUYAGA,-2.14936,29.35786,OFF GRID,NONE,737,20,,80f4d24c-cdf6-41b6-a2c1-41e7d68da52e,None,G_RWA_02184,3,3,3
2185,530714,GS GISHYA,PUBLIC,12YBE,GATSIBO,KIZIGURO,MBOGO,AKABUYE,-1.74389,30.44206,OFF GRID,NONE,740,12,,d4b95902-fd88-47c3-948a-906806c7155e,None,G_RWA_02185,3,2,3
2186,341102,GS RUREMBO,GOVERNMENT_AIDED,12YBE,NYABIHU,RUREMBO,MURAMBI,BUGESHI,-1.65325,29.5755,ON GRID,NONE,743,14,,32daa078-cde5-454b-80a0-700f5f1a543b,None,G_RWA_02186,3,1,3
2187,340110,KORA CATHOLIQUE,GOVERNMENT_AIDED,12YBE,NYABIHU,BIGOGWE,KORA,KAGELI,-1.614138889,29.44936111,ON GRID,NONE,744,15,,55200656-fd0a-4a4c-9b95-b5869270c95c,None,G_RWA_02187,3,3,3
2188,351102,RUSUSA,GOVERNMENT_AIDED,12YBE,NGORORERO,NGORORERO,RUSUSA,RUSUSA,-1.838416667,29.63127778,ON GRID,NONE,751,18,,5854c29a-bd38-4eed-a30e-d9e5a1ce64c0,None,G_RWA_02188,3,3,3
2189,250405,GROUPE SCOLAIRE GATARE,GOVERNMENT_AIDED,12YBE,NYAMAGABE,GATARE,GATARE,GASHASHA,-2.372805556,29.38216667,ON GRID,NONE,757,17,,c46051c1-59ed-44a8-b7af-014dbe344807,None,G_RWA_02189,3,2,3
2190,440202,GS BUYANGA,PUBLIC,12YBE,BURERA,BUTARO,RUSUMO,BUYANGA,-1.41094,29.82042,OFF GRID,NONE,771,14,,18ed207a-e30b-44d6-9020-fe597d41e203,None,G_RWA_02190,3,1,
2191,330113,GS MUTOVU,PUBLIC,12YBE,RUBAVU,BUGESHI,HEHU,BERESHI,-1.524222222,29.36030556,ON GRID,NONE,773,14,,0b2893cb-b6c1-4f1d-84fe-d9732f9e7523,None,G_RWA_02191,3,3,3
2192,340102,GS BIGOGWE,GOVERNMENT_AIDED,12YBE,NYABIHU,BIGOGWE,KIJOTE,KAZUBA,-1.6212222,29.4229444,ON GRID,NONE,777,12,,ad680dd7-03b2-42e7-a91f-727492815db5,None,G_RWA_02192,3,3,3
2193,421313,MUSAGARA,GOVERNMENT_AIDED,12YBE,GAKENKE,MUHONDO,MUSAGARA,CYENDA,-1.8265,29.87283,ON GRID,NONE,786,31,,0124a7bc-495c-4baf-a539-222beccf4154,None,G_RWA_02193,3,3,3
2194,330708,GS KANYUNDO,GOVERNMENT_AIDED,12YBE,RUBAVU,MUDENDE,KANYUNDO,GAHANIKA,-1.596194444,29.38852778,ON GRID,NONE,796,18,,18d8d197-8d38-446a-b4bd-980d96ca39b4,None,G_RWA_02194,3,3,3
2195,340807,RUBARE,GOVERNMENT_AIDED,12YBE,NYABIHU,MURINGA,GISIZI,MUNINI,-1.7271944,29.5299444,OFF GRID,NONE,812,17,,b1a1d388-be39-415c-981d-c6016d0399bb,None,G_RWA_02195,3,3,3
2196,540408,EP RUTARE,PUBLIC,12YBE,KAYONZA,MUKARANGE,RUGENDABARI,KARAMBO I,-1.9169444,30.55225,ON GRID,NONE,815,16,,c7e13203-9b09-4736-baa6-71f2e4007349,None,G_RWA_02196,3,3,3
2197,452103,KITAZIGURWA,PUBLIC,12YBE,GICUMBI,SHANGASHA,KITAZIGURWA,IHARAMA,-1.54039,30.10303,ON GRID,NONE,844,19,,276c6c29-8028-45d6-a033-5b36f5c38b4b,None,G_RWA_02197,3,3,3
2198,310411,GS KIRAMBO,GOVERNMENT_AIDED,12YBE,KARONGI,GITESI,KIRAMBO,KIRAMBO,-2.11275,29.42106,ON GRID,NONE,845,17,,cd34754f-6731-4fd9-a911-fd78a58aef79,None,G_RWA_02198,3,1,3
2199,421516,RUSORO,GOVERNMENT_AIDED,12YBE,GAKENKE,MUZO,KABATEZI,RUSORORO,-1.71331,29.67711,ON GRID,NONE,850,13,,a93a0b65-29c9-4eae-84c7-4b2938b75ab0,None,G_RWA_02199,3,3,3
2200,330105,GS BURINGO,PUBLIC,12YBE,RUBAVU,BUGESHI,BURINGO,GAHIRA,-1.528888889,29.38672222,ON GRID,NONE,850,17,,8662eb78-2c42-48ed-9a6e-1a6f2dac43be,None,G_RWA_02200,3,3,3
2201,411505,RUSIGA,PUBLIC,12YBE,RULINDO,RUSIGA,GAKO,RWINTARE,-1.8279166,29.9477777,ON GRID,NONE,860,13,,1b90d7d5-4afd-4c5d-9b70-c79c8920097e,None,G_RWA_02201,3,3,3
2202,351202,KIGALI,GOVERNMENT_AIDED,12YBE,NGORORERO,NYANGE,BAMBIRO,NYARUSHUBI,-2.0322777,29.6207222,OFF GRID,NONE,868,17,,3ffc1b77-fa35-4457-bba9-08e974537457,None,G_RWA_02202,3,3,3
2203,320407,GS RWINYONI,GOVERNMENT_AIDED,12YBE,RUTSIRO,KIVUMU,NGANZO,RWINYONI,-1.7991944,29.29425,OFF GRID,NONE,878,16,,5589c6fb-afcf-4cb1-bf6a-588c81969ca4,None,G_RWA_02203,3,3,
2204,320112,GS BUSHAKA,GOVERNMENT_AIDED,12YBE,RUTSIRO,BONEZA,BUSHAKA,KINUNU,-1.898833333,29.29505556,OFF GRID,NONE,879,20,,15092107-b4b0-409c-ab90-c27462499ff9,None,G_RWA_02204,3,3,3
2205,321205,gs kavumu(GS),GOVERNMENT_AIDED,12YBE,RUTSIRO,RUHANGO,KAVUMU,MUHINGO,-1.875277778,29.35130556,OFF GRID,NONE,879,20,,1f9171da-a812-4a22-99df-19d8ffa6b92c,None,G_RWA_02205,3,3,3
2206,321204,KABITOVU SECONDARY(GS),GOVERNMENT_AIDED,12YBE,RUTSIRO,RUHANGO,RUGASA,KABITOVU,-1.880583333,29.38980556,OFF GRID,NONE,879,20,,c5f0ec29-d2ed-42ac-914b-b5c9bbb539b0,None,G_RWA_02206,3,1,3
2207,250508,GSKADUHA/A,GOVERNMENT_AIDED,12YBE,NYAMAGABE,KADUHA,KAVUMU,BAMBA,-2.33967,29.52161,OFF GRID,NONE,883,18,,79a8a2c5-084e-477f-943b-49bfe1aeba48,None,G_RWA_02207,3,3,3
2208,351212,VUNGU,GOVERNMENT_AIDED,12YBE,NGORORERO,NYANGE,NSIBO,VUNGU,-2.0372777,29.5998055,OFF GRID,NONE,912,18,,18b57771-76b2-4a50-bb4a-b3099dd4d1e1,None,G_RWA_02208,3,3,3
2209,360205,EP NYARUTEJA,GOVERNMENT_AIDED,12YBE,RUSIZI,BUTARE,RWAMBOGO,NYARUTEJA,-2.56725,29.099,ON GRID,NONE,915,21,,14aa2edf-102e-4912-a9a7-d94a88e76706,None,G_RWA_02209,2,,3
2210,250105,GSKIZIMYAMURIRO,GOVERNMENT_AIDED,12YBE,NYAMAGABE,BURUHUKIRO,KIZIMYAMURIR,GISHWATI,-2.45242,29.40681,OFF GRID,NONE,916,20,,f748262b-c5c7-4c3d-beab-a0605f7645e3,None,G_RWA_02210,3,2,3
2211,340706,GS NANGA,GOVERNMENT_AIDED,12YBE,NYABIHU,MUKAMIRA,RUBAYA,GASHONERO,-1.5983333,29.5422222,ON GRID,NONE,918,21,,28e59d73-d2de-414b-8f89-ca536f13989e,None,G_RWA_02211,2,,
2212,351205,VUGANYANA,GOVERNMENT_AIDED,12YBE,NGORORERO,NYANGE,VUGANYANA,NYAGATAMA,-2.0357777,29.5686111,OFF GRID,NONE,920,15,,15040d68-f611-4c1f-a03a-3c9dd3439f65,None,G_RWA_02212,3,2,3
2213,250604,GS St JOSEPH KIZI,GOVERNMENT_AIDED,12YBE,NYAMAGABE,KAMEGERI,KIZI,KINYANA,-2.50878,29.58914,OFF GRID,NONE,937,21,,e2fb4f77-2f22-4328-b209-ec9ea8ce9ee2,None,G_RWA_02213,3,3,3
2214,360706,"GS MWEGERA""""",GOVERNMENT_AIDED,12YBE,RUSIZI,GIKUNDAMVURA,NYAMIGINA,BUMARANYOTA,-2.58506,29.05106,ON GRID,NONE,951,17,,7547902b-0187-40bb-8ebc-780535ef4a39,None,G_RWA_02214,3,3,3
2215,321003,KARAMBIRA SECONDARY(GS),PUBLIC,12YBE,RUTSIRO,MUSHUBATI,GITWA,KARAMBIRA,-1.988361111,29.43708333,OFF GRID,NONE,971,17,,da3a47c4-44e8-4a5a-91b3-3c280935ca40,None,G_RWA_02215,3,3,3
2216,540308,GS KABARONDO B,GOVERNMENT_AIDED,12YBE,KAYONZA,KABARONDO,CYABAJWA,RUTAGARA,-1.996777778,30.55866667,ON GRID,NONE,981,16,,9ac5a72b-8da4-4cee-902d-ff61c0141901,None,G_RWA_02216,3,3,3
2217,560707,G S   SAKARA,PUBLIC,12YBE,NGOMA,MURAMA,SAKARA,SAGATARE,-2.228694444,30.54286111,ON GRID,NONE,983,20,,786bd4f0-c133-41cb-a274-4a20fdf87273,None,G_RWA_02217,3,3,3
2218,350805,RWILI,GOVERNMENT_AIDED,12YBE,NGORORERO,MUHANDA,GASIZA,GASIZA,-1.817694444,29.50675,OFF GRID,NONE,985,17,,6179b291-78d9-4445-ac48-0180da2cd1d0,None,G_RWA_02218,,,3
2219,360409,GS GISAGARA,GOVERNMENT_AIDED,12YBE,RUSIZI,GASHONGA,MUTI,GAKOMBE,-2.59861,28.91758,ON GRID,NONE,989,15,,0a016db3-c331-4213-a6cf-95db8d12b73b,None,G_RWA_02219,3,3,3
2220,570905,Nyirarukobwa,PUBLIC,12YBE,BUGESERA,NTARAMA,KANZENZE,KABEZA,-2.078083333,30.09236111,OFF GRID,NONE,997,16,,452cde03-d091-417a-bbb0-42844e8bc5f9,None,G_RWA_02220,3,3,3
2221,371212,GS BUHOKORO,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,NYABITEKERI,MUYANGE,GAHABWA,-2.33408,29.02303,ON GRID,NONE,998,17,,673b4ae5-b040-44ad-bc1c-1a1ab8087a27,None,G_RWA_02221,3,3,3
2222,321303,GSKIGAMBA,GOVERNMENT_AIDED,12YBE,RUTSIRO,RUSEBEYA,KABONA,RWAMVURA,-1.937194444,29.457,ON GRID,NONE,1000,17,,cf7bc67e-cdcc-4ab5-aac5-ba295ac8d08f,None,G_RWA_02222,3,,
2223,520503,GSKABAREII,GOVERNMENT_AIDED,12YBE,NYAGATARE,KIYOMBE,KARUJUMBA,KABARE,-1.4395,30.1425,ON GRID,NONE,1004,23,,07c779e5-3f19-479f-8435-c78d49fad2d6,None,G_RWA_02223,3,3,
2224,270201,BURAMBA,GOVERNMENT_AIDED,12YBE,MUHANGA,KABACUZI,BURAMBA,MUSASA,-1.96381,29.71572,OFF GRID,NONE,1009,21,,35b97586-02ca-49e2-b79a-607267c596f1,None,G_RWA_02224,3,2,3
2225,340707,GS RWANKERI,GOVERNMENT_AIDED,12YBE,NYABIHU,MUKAMIRA,RUBAYA,CYIVUGIZA,-1.590416667,29.53138889,OFF GRID,NONE,1013,18,,dbb23b9f-43d9-4c1a-a155-e8a68da07899,None,G_RWA_02225,3,3,3
2226,250703,GSBUGARAMA,GOVERNMENT_AIDED,12YBE,NYAMAGABE,KIBIRIZI,UWINDEKEZI,BIREMBO,-2.46586,29.49658,ON GRID,NONE,1018,27,,798a90b3-2209-4801-9d36-6b90d7e9dd95,None,G_RWA_02226,3,3,3
2227,321309,GS MUKORE,GOVERNMENT_AIDED,12YBE,RUTSIRO,RUSEBEYA,KABONA,BYINIRO,-1.964111111,29.46469444,OFF GRID,NONE,1035,15,,045ed7d3-1532-42fb-b246-303123b863b2,None,G_RWA_02227,3,,
2228,570511,MUYENZI SCHOOL,PUBLIC,12YBE,BUGESERA,MAYANGE,GAKAMBA,KARAMBO,-2.17817,30.15494,ON GRID,NONE,1039,15,,908bde13-12cd-4da3-a56f-8c348afdcdcf,None,G_RWA_02228,3,3,3
2229,451406,GS KIGOGO,GOVERNMENT_AIDED,12YBE,GICUMBI,NYANKENKE,KIGOGO,KIYOVU,-1.59283,30.01147,ON GRID,NONE,1045,21,,4d7f32b3-67b9-4fc2-b1ef-015d7429203f,None,G_RWA_02229,,,3
2230,360212,GSMuramba,GOVERNMENT_AIDED,12YBE,RUSIZI,BUTARE,BUTANDA,BUGANZO,-2.56933,29.08658,ON GRID,NONE,1052,19,,8a5edca3-8796-4d7e-8ce9-95f883d4b958,None,G_RWA_02230,3,,3
2231,340404,GS AKIMITONI,GOVERNMENT_AIDED,12YBE,NYABIHU,KABATWA,MYUGA,AKIMITONI,-1.550555556,29.39322222,OFF GRID,NONE,1055,25,,89abb465-6458-4f1e-a09e-2f634c2652fd,None,G_RWA_02231,3,3,3
2232,561206,GS MUSYA,GOVERNMENT_AIDED,12YBE,NGOMA,RURENGE,MUSYA,KABIMBA,-2.139194444,30.51891667,ON GRID,NONE,1091,21,,7b269a82-636c-48dd-8bc7-105d0be984ef,None,G_RWA_02232,3,3,3
2233,420613,RUTAKE,GOVERNMENT_AIDED,12YBE,GAKENKE,JANJA,KARUKUNGU,RUTAKE,-1.67114,29.72172,ON GRID,NONE,1109,16,,c4d622bd-c2f7-4b7e-b31a-37d0d189c39e,None,G_RWA_02233,3,2,3
2234,121007,Groupe Scolaire Kinyinya,GOVERNMENT_AIDED,12YBE,GASABO,KINYINYA,MURAMA,RUSENYI,-1.91383,30.10864,OFF GRID,NONE,1117,17,,130fd0a9-cc05-46cd-87b4-dbd797dbc3ea,None,G_RWA_02234,3,3,3
2235,560705,G S   GAHAMA,PUBLIC,12YBE,NGOMA,MURAMA,MVUMBA,GITESANYI,-2.196111111,30.56244444,ON GRID,NONE,1143,23,,7b5fa678-49eb-45a3-bdea-5778257b2b48,None,G_RWA_02235,3,3,3
2236,121305,REMERA CATHOLIQUE II,GOVERNMENT_AIDED,12YBE,GASABO,REMERA,RUKIRI II,AMAHORO,-1.9521666,30.1185833,ON GRID,NONE,1158,18,,bb663dbb-18f3-432e-8624-5486bd936698,None,G_RWA_02236,3,3,3
2237,410404,GS GITUMBA,GOVERNMENT_AIDED,12YBE,RULINDO,BUYOGA,GITUMBA,MUNINI,-1.686,30.06086111,ON GRID,NONE,1184,29,,c49fe7df-9f44-4045-832d-3ad446019530,None,G_RWA_02237,2,,3
2238,370609,GS TYAZO,GOVERNMENT_AIDED,12YBE,NYAMASHEKE,KANJONGO,KIBOGORA,NYAGACACA,-2.332,29.13494,ON GRID,NONE,1220,18,,dd7ae1b5-c521-4587-b2a4-20ab708573a2,None,G_RWA_02238,3,3,3
2239,570206,Rushubi,GOVERNMENT_AIDED,12YBE,BUGESERA,JURU,KABUKUBA,RUSHUBI,-2.099027778,30.172,OFF GRID,NONE,1226,18,,4e272d78-0c3b-4652-9fdd-884909f04dcb,None,G_RWA_02239,3,3,3
2240,450103,KARUSHYA,PUBLIC,12YBE,GICUMBI,BUKURE,KIGABIRO,RUGOGWE,-1.81708,30.23019,ON GRID,NONE,1238,27,,e47c6d99-14d7-43e1-8f0d-9d9c776a192f,None,G_RWA_02240,3,3,3
2241,271214,EP RUBUGURIZO,PUBLIC,12YBE,MUHANGA,SHYOGWE,MBARE,RUBUYE,-2.122861111,29.79258333,ON GRID,NONE,1239,20,,231061ab-5efa-49ec-b522-f5938a816c03,None,G_RWA_02241,3,2,3
2242,320802,GS GIHINGA II,GOVERNMENT_AIDED,12YBE,RUTSIRO,MUSASA,GISIZA,NGOMA,-1.902388889,29.34677778,ON GRID,NONE,1250,17,,8fbd9892-87ad-4809-b6a7-9bcd223aa4ec,None,G_RWA_02242,3,2,3
2243,421207,MUGUNGA,GOVERNMENT_AIDED,12YBE,GAKENKE,MUGUNGA,NKOMANE,KANABA,-1.6945277,29.6496111,ON GRID,NONE,1258,26,,53dc1072-43b1-4793-9a90-16b2a2e43216,None,G_RWA_02243,2,2,3
2244,441005,GS KINYABABA,GOVERNMENT_AIDED,12YBE,BURERA,KINYABABA,BUGAMBA,KIRWA,-1.37842,29.80964,OFF GRID,NONE,1260,18,,99881835-c206-45cf-8b13-da8fbe4d99d1,None,G_RWA_02244,3,,
2245,411303,GS NTARABANA,PUBLIC,12YBE,RULINDO,NTARABANA,MAHAZA,KARERA,-1.792305556,30.09602778,ON GRID,NONE,1261,26,,befd35e7-b8fd-4ff0-91d5-13e3f9036cac,None,G_RWA_02245,3,3,3
2246,420110,RUBAGA,GOVERNMENT_AIDED,12YBE,GAKENKE,BUSENGO,BUTERERI,RUBAGA,-1.62081,29.7115,ON GRID,NONE,1279,21,,32395b4f-86c0-4fa3-9617-bb1958ba754b,None,G_RWA_02246,3,1,3
2247,321208,RUNDOYI,GOVERNMENT_AIDED,12YBE,RUTSIRO,RUHANGO,RUNDOYI,GAKARARANKA,-1.851222222,29.38491667,OFF GRID,NONE,1334,16,,bdf2d035-06b1-48b4-8f45-d2461e5846bf,None,G_RWA_02247,2,2,3
2248,321301,GSGAKELI,GOVERNMENT_AIDED,12YBE,RUTSIRO,RUSEBEYA,MBERI,GAKERI,-1.946583333,29.48836111,OFF GRID,NONE,1343,17,,51416f35-d210-4499-ba54-d1ba52d9a228,None,G_RWA_02248,2,,3
2249,520703,GS CYABAYAGA,PUBLIC,12YBE,NYAGATARE,MIMURI,MIMURI,INDAHEMUKA,-1.44461,30.21672,ON GRID,NONE,1343,27,,f4c1c95c-4a25-48da-aa12-7c56c715b57b,None,G_RWA_02249,3,3,3
2250,240201,GS MPUNGWE,GOVERNMENT_AIDED,12YBE,HUYE,HUYE,NYAKAGEZI,MBUBA,-2.58575,29.68675,ON GRID,NONE,1395,24,,d96c5076-130f-4c36-bc9f-13d05896b62a,None,G_RWA_02250,3,3,3
2251,421907,KARUNGU,PUBLIC,12YBE,GAKENKE,RUSHASHI,KAGEYO,KABEZA,-1.7228888,29.8656666,OFF GRID,NONE,1404,31,,eee06231-641e-42d4-bd6e-e9cbde51281a,None,G_RWA_02251,3,,3
2252,550804,GS MURAMBI2,GOVERNMENT_AIDED,12YBE,KIREHE,MUSAZA,MUBUGA,MUBUGA,-2.31119,30.64569,ON GRID,NONE,1423,27,,78af8626-b900-4948-a9fa-bb17e5661135,None,G_RWA_02252,3,3,3
2253,311201,BISESERO,GOVERNMENT_AIDED,12YBE,KARONGI,RWANKUBA,BISESERO,JURWE,-2.165166667,29.33255556,OFF GRID,NONE,1428,15,,a1849a1d-7b41-4d9c-bfa4-f87eec6d9625,None,G_RWA_02253,3,3,3
2254,520203,GS GIKAGATI,PUBLIC,12YBE,NYAGATARE,KARAMA,GIKAGATI,RUTEGAMATWI,-1.379638889,30.18138889,ON GRID,NONE,1431,28,,a386bbf9-f858-41a2-bcaf-a6090a523989,None,G_RWA_02254,3,3,3
2255,251501,BITANDARA,GOVERNMENT_AIDED,12YBE,NYAMAGABE,NKOMANE,BITANDARA,RUGEYO,-2.317666667,29.41436111,ON GRID,NONE,1454,24,,b2020c85-20d5-4693-bb4b-f97862e4c221,None,G_RWA_02255,3,2,3
2256,531204,GS Humure,GOVERNMENT_AIDED,12YBE,GATSIBO,REMERA,KIGABIRO,KIGABIRO,-1.68347,30.30397,ON GRID,NONE,1523,18,,3eda2c75-56be-44c0-b8b3-dbfb521cc521,None,G_RWA_02256,3,3,3
